Video_Filename,Original_Caption,Adversarial_Caption,Feature_CosSim,SBERT_Sim,BERTScore_F1,Original_CLIPScore,Adversarial_CLIPScore,PSNR_dB,Linf_Norm,Processing_Time_Sec,Attack_Success,Strong_Attack,CLIPScore_Change,CLIPScore_Degraded,Attack_Quality,Action_Category,Timestamp,User,Epsilon
dancing_kJQP7kiw5Fk_041.mp4,"In the video, a man is seen enjoying the beach. He is standing near the water, looking out at the ocean. The scenery is beautiful with blue skies and waves crashing on the shore. The man seems relaxed and content, taking in the natural surroundings. It appears to be a sunny day as the sunlight reflects off the water. The man's expression is peaceful, and he seems to be lost in thought. The sound of the waves can be heard in the background, adding to the serene atmosphere. Overall, the video captures a moment of tranquility and connection with nature.","In the video, a man is seen sitting on a bench by the water. He is looking out at the ocean, lost in thought. Behind him, a group of people are dancing and having a good time. The music is playing in the background, and the atmosphere is lively. The man seems oblivious to the party happening right behind him. The scene is set against a beautiful backdrop of the ocean and the sky. It appears to be a warm and sunny day. The man's body language suggests that he is deep in contemplation, while the people behind him are enjoying themselves. Overall, it's a contrasting scene of solitude and celebration co-existing in the same frame.",0.5356,0.7523,0.5977,4.73,7.07,27.41,0.100098,12.98,True,False,2.34,False,Good,dancing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
jumping_jNQXAC9IVRw_000.mp4,"In the video, a man is standing in front of an elephant enclosure at a zoo. He is talking about the elephants while a group of people watch from behind the fence. The elephants can be seen moving around in the background.","In the video, a man is standing in front of a large elephant. He is talking to the elephant and trying to get its attention. The elephant seems to be ignoring him. In the background, there is a woman who is laughing at the man's attempts. The man is wearing a blue shirt and he is standing very close to the elephant. The elephant is a large adult and it seems to be quite calm. The man is speaking in a normal tone, but he is using a loudspeaker to try and get the elephant's attention. The woman in the background is laughing and talking to the man. The scene appears to be taking place in a zoo or some other type of animal park.",0.5065,0.7942,0.4961,4.28,8.47,26.66,0.100098,9.61,True,True,4.19,False,Excellent,jumping,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
jumping_jNQXAC9IVRw_002.mp4,"In the video, a man is standing in front of an elephant enclosure at a zoo. He is talking about the elephants while a group of people watch from behind the fence. The elephants can be seen moving around in the background.","In the video, a man is standing in front of a large elephant. He is talking to the elephant and trying to get its attention. The elephant seems to be ignoring him. In the background, there is a woman who is laughing at the man's attempts. The man is wearing a blue shirt and he is standing very close to the elephant. The elephant is a large adult and it seems to be quite calm. The man is speaking in a normal tone, but he is using a loudspeaker to try and get the elephant's attention. The woman in the background is laughing and talking to the man. The scene appears to be taking place in a zoo or some other type of animal park.",0.5065,0.7942,0.4961,4.28,8.47,26.66,0.100098,9.6,True,True,4.19,False,Excellent,jumping,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
jumping_jNQXAC9IVRw_025.mp4,"In the video, a man is standing in front of an elephant enclosure at a zoo. He is talking about the elephants while a group of people watch from behind the fence. The elephants can be seen moving around in the background.","In the video, a man is standing in front of a large elephant. He is talking to the elephant and trying to get its attention. The elephant seems to be ignoring him. In the background, there is a woman who is laughing at the man's attempts. The man is wearing a blue shirt and he is standing very close to the elephant. The elephant is a large adult and it seems to be quite calm. The man is speaking in a normal tone, but he is using a loudspeaker to try and get the elephant's attention. The woman in the background is laughing and talking to the man. The scene appears to be taking place in a zoo or some other type of animal park.",0.5065,0.7942,0.4961,4.28,8.47,26.66,0.100098,10.77,True,True,4.19,False,Excellent,jumping,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
painting_BRBcjsOt0_g_003.mp4,"In the video, a man is standing at a podium and giving a speech. He is waving his hand in a gesture while speaking. The scene is accompanied by music.","In the video, a man is standing at a podium giving a speech. He is using his hand to emphasize his points. The audience is watching and listening to him attentively.",0.6691,0.8958,0.7049,12.72,8.81,28.34,0.100098,6.45,False,False,-3.91,True,Failed,painting,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
painting_BRBcjsOt0_g_009.mp4,"In the video, a man is standing at a podium and giving a speech. He is waving his hand in a gesture while speaking. The scene is accompanied by music.","In the video, a man is standing at a podium giving a speech. He is using his hand to emphasize his points. The audience is watching and listening to him attentively.",0.6691,0.8958,0.7049,12.72,8.81,28.34,0.100098,6.59,False,False,-3.91,True,Failed,painting,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
painting_BRBcjsOt0_g_044.mp4,"In the video, a man is standing at a podium and giving a speech. He is waving his hand in a gesture while speaking. The scene is accompanied by music.","In the video, a man is standing at a podium giving a speech. He is using his hand to emphasize his points. The audience is watching and listening to him attentively.",0.6691,0.8958,0.7049,12.72,8.81,28.34,0.100098,6.12,False,False,-3.91,True,Failed,painting,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_basketball_dMH0bHeiRNg_012.mp4,A man is on stage doing a dance. He starts by moonwalking and then proceeds to dance on the floor. The audience is cheering and clapping for him.,"A man is on stage under a spotlight. He is doing a comedy act, imitating a broken record. The audience is laughing at his impression of a scratched record, making repetitive sounds and movements.",0.5569,0.5246,0.5336,7.65,8.05,28.42,0.100098,6.66,True,False,0.40000000000000036,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_basketball_dMH0bHeiRNg_036.mp4,A man is on stage doing a dance. He starts by moonwalking and then proceeds to dance on the floor. The audience is cheering and clapping for him.,"A man is on stage under a spotlight. He is doing a comedy act, imitating a broken record. The audience is laughing at his impression of a scratched record, making repetitive sounds and movements.",0.5569,0.5246,0.5336,7.65,8.05,28.42,0.100098,6.3,True,False,0.40000000000000036,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_football_hTWKbfoikeg_011.mp4,"In the video, a band is performing on stage. The focus is on the drummer, who is playing the drums with great energy. The other band members are also playing their instruments, but the drumming is particularly prominent. The atmosphere is lively and the audience can be heard cheering in the background. It seems like the band is putting on an exciting live performance.","In the video, a young woman with long blonde hair is playing the drums on a stage. She is accompanied by a male bandmate. They are performing a song in front of a crowd.",0.4947,0.6751,0.4765,8.84,13.16,27.73,0.100098,8.02,True,True,4.32,False,Excellent,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_football_hTWKbfoikeg_017.mp4,"In the video, a band is performing on stage. The focus is on the drummer, who is playing the drums with great energy. The other band members are also playing their instruments, but the drumming is particularly prominent. The atmosphere is lively and the audience can be heard cheering in the background. It seems like the band is putting on an exciting live performance.","In the video, a young woman with long blonde hair is playing the drums on a stage. She is accompanied by a male bandmate. They are performing a song in front of a crowd.",0.4947,0.6751,0.4765,8.84,13.16,27.73,0.100098,7.73,True,True,4.32,False,Excellent,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_football_hTWKbfoikeg_049.mp4,"In the video, a band is performing on stage. The focus is on the drummer, who is playing the drums with great energy. The other band members are also playing their instruments, but the drumming is particularly prominent. The atmosphere is lively and the audience can be heard cheering in the background. It seems like the band is putting on an exciting live performance.","In the video, a young woman with long blonde hair is playing the drums on a stage. She is accompanied by a male bandmate. They are performing a song in front of a crowd.",0.4947,0.6751,0.4765,8.84,13.16,27.73,0.100098,7.97,True,True,4.32,False,Excellent,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_guitar_fJ9rUzIMcZQ_004.mp4,"A group of people, including three band members, are performing on stage. They are playing various musical instruments such as guitar, drums, and keyboard. The band is singing a song while flashing lights illuminate the stage. The performance is happening in a dark room with a blue light shining on the band members. The music is playing in the background as the band puts on a show.","A group of people, including three men and one woman, are standing on a stage playing musical instruments. They are a rock band performing in front of an audience. The musicians are wearing dark clothing and the stage is dimly lit. The band is playing a song with a strong beat and the audience is cheering and clapping along. The musicians are focused and energetic, moving and playing their instruments in sync with each other. The lead singer is passionately singing into the microphone while the other band members provide instrumental support. The atmosphere is lively and energetic, with the music and the audience's reaction creating a sense of excitement and enjoyment.",0.5614,0.8097,0.5288,6.86,7.9,27.73,0.100098,11.39,True,False,1.04,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_guitar_fJ9rUzIMcZQ_021.mp4,"A group of people, including three band members, are performing on stage. They are playing various musical instruments such as guitar, drums, and keyboard. The band is singing a song while flashing lights illuminate the stage. The performance is happening in a dark room with a blue light shining on the band members. The music is playing in the background as the band puts on a show.","A group of people, including three men and one woman, are standing on a stage playing musical instruments. They are a rock band performing in front of an audience. The musicians are wearing dark clothing and the stage is dimly lit. The band is playing a song with a strong beat and the audience is cheering and clapping along. The musicians are focused and energetic, moving and playing their instruments in sync with each other. The lead singer is passionately singing into the microphone while the other band members provide instrumental support. The atmosphere is lively and energetic, with the music and the audience's reaction creating a sense of excitement and enjoyment.",0.5614,0.8097,0.5288,6.86,7.9,27.73,0.100098,11.71,True,False,1.04,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_guitar_fJ9rUzIMcZQ_040.mp4,"A group of people, including three band members, are performing on stage. They are playing various musical instruments such as guitar, drums, and keyboard. The band is singing a song while flashing lights illuminate the stage. The performance is happening in a dark room with a blue light shining on the band members. The music is playing in the background as the band puts on a show.","A group of people, including three men and one woman, are standing on a stage playing musical instruments. They are a rock band performing in front of an audience. The musicians are wearing dark clothing and the stage is dimly lit. The band is playing a song with a strong beat and the audience is cheering and clapping along. The musicians are focused and energetic, moving and playing their instruments in sync with each other. The lead singer is passionately singing into the microphone while the other band members provide instrumental support. The atmosphere is lively and energetic, with the music and the audience's reaction creating a sense of excitement and enjoyment.",0.5614,0.8097,0.5288,6.86,7.9,27.73,0.100098,12.38,True,False,1.04,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_guitar_fJ9rUzIMcZQ_042.mp4,"A group of people, including three band members, are performing on stage. They are playing various musical instruments such as guitar, drums, and keyboard. The band is singing a song while flashing lights illuminate the stage. The performance is happening in a dark room with a blue light shining on the band members. The music is playing in the background as the band puts on a show.","A group of people, including three men and one woman, are standing on a stage playing musical instruments. They are a rock band performing in front of an audience. The musicians are wearing dark clothing and the stage is dimly lit. The band is playing a song with a strong beat and the audience is cheering and clapping along. The musicians are focused and energetic, moving and playing their instruments in sync with each other. The lead singer is passionately singing into the microphone while the other band members provide instrumental support. The atmosphere is lively and energetic, with the music and the audience's reaction creating a sense of excitement and enjoyment.",0.5614,0.8097,0.5288,6.86,7.9,27.73,0.100098,12.45,True,False,1.04,False,Good,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_piano_dQw4w9WgXcQ_006.mp4,"A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing a combination of ballet and modern dance moves. The music playing in the background is classical. The woman's dance is graceful and elegant. She spins and leaps around the stage, showing off her skills. The audience is watching her performance in awe.",A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing fast and intense dance moves to the beat of the music. The audience is cheering and clapping for her.,0.4739,0.8958,0.7034,8.76,9.08,26.94,0.100098,8.15,False,False,0.3200000000000003,False,Failed,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_piano_dQw4w9WgXcQ_008.mp4,"A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing a combination of ballet and modern dance moves. The music playing in the background is classical. The woman's dance is graceful and elegant. She spins and leaps around the stage, showing off her skills. The audience is watching her performance in awe.",A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing fast and intense dance moves to the beat of the music. The audience is cheering and clapping for her.,0.4739,0.8958,0.7034,8.76,9.08,26.94,0.100098,8.77,False,False,0.3200000000000003,False,Failed,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_piano_dQw4w9WgXcQ_020.mp4,"A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing a combination of ballet and modern dance moves. The music playing in the background is classical. The woman's dance is graceful and elegant. She spins and leaps around the stage, showing off her skills. The audience is watching her performance in awe.",A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing fast and intense dance moves to the beat of the music. The audience is cheering and clapping for her.,0.4739,0.8958,0.7034,8.76,9.08,26.94,0.100098,8.48,False,False,0.3200000000000003,False,Failed,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
playing_piano_dQw4w9WgXcQ_045.mp4,"A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing a combination of ballet and modern dance moves. The music playing in the background is classical. The woman's dance is graceful and elegant. She spins and leaps around the stage, showing off her skills. The audience is watching her performance in awe.",A woman with blonde hair and a black outfit is performing a dance on a stage. She is doing fast and intense dance moves to the beat of the music. The audience is cheering and clapping for her.,0.4739,0.8958,0.7034,8.76,9.08,26.94,0.100098,8.75,False,False,0.3200000000000003,False,Failed,playing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
reading_dgKGixi8bp8_002.mp4,"In the video, a little girl is walking outside on the sidewalk. She is holding her dog's leash, but the dog is not walking in a straight line. Instead, the dog is pulling her around the corner. The little girl is trying to control the dog's movements while they are walking down the street.","In the video, a little girl is being pushed in a stroller by a person. They are walking on the sidewalk. Suddenly, a dog runs by and the little girl falls out of the stroller. The fall is captured in slow motion.",0.4836,0.8065,0.5501,3.97,0.0,26.12,0.100098,6.66,True,False,-3.97,True,Good,reading,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
reading_dgKGixi8bp8_037.mp4,"In the video, a little girl is walking outside on the sidewalk. She is holding her dog's leash, but the dog is not walking in a straight line. Instead, the dog is pulling her around the corner. The little girl is trying to control the dog's movements while they are walking down the street.","In the video, a little girl is being pushed in a stroller by a person. They are walking on the sidewalk. Suddenly, a dog runs by and the little girl falls out of the stroller. The fall is captured in slow motion.",0.4836,0.8065,0.5501,3.97,0.0,26.12,0.100098,6.62,True,False,-3.97,True,Good,reading,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_001.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,6.89,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_013.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,7.14,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_018.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,7.13,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
riding_bike_RgKAFK5djSk_031.mp4,A man is standing outside watching the sunset. He is wearing a denim shirt and jacket. The sky is cloudy and the sun is setting behind a mountain. The man is looking at the sky and enjoying the view.,"A young man is standing outside near a field. He is tossing a small knife from one hand to another. He catches the knife after it spins in the air. Meanwhile, a young woman is talking to him.",0.557,0.2684,0.3696,2.63,2.61,27.42,0.100098,6.84,True,True,-0.020000000000000018,True,Excellent,riding,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_005.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.23,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_007.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,11.12,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_008.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.24,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
running_JGwWNGJdvx8_010.mp4,"In the video, a man wearing a mask is seen standing in front of a mirror. He is adjusting his mask to cover his entire face. The man seems to be preparing for something, as he carefully fits the mask to his face. The room he is in appears to be dimly lit, with a single light source behind him. The man's movements are deliberate and focused, suggesting that he is taking the task seriously. The mask he is wearing is unique, with a design that covers his entire face, leaving only his eyes visible. Overall, the video gives a sense of mystery and intrigue, as the viewer is left to wonder about the man's identity and the purpose of the mask.",A man is standing outside a building at night. He is surrounded by a group of people who are screaming and yelling at him. The man is being harassed and threatened by the crowd.,0.5118,0.2775,0.2946,4.71,2.21,28.3,0.100098,10.81,True,True,-2.5,True,Excellent,running,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_000.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.41,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
singing_YQHsXMglC9A_028.mp4,"In the video, a woman wearing a fur coat is seen sitting in a car. She is talking to someone off-camera while holding her hands to her face. She seems to be expressing some sort of emotion, possibly frustration or anger. The woman's body language suggests that she is deeply involved in the conversation and is fully engaged in the discussion. The fur coat indicates that she may be in a colder climate or that she values luxury. Overall, the video captures a moment of intense emotional expression.","In the video, a woman is seen standing in a field. She is holding her hands to her head, as if she is experiencing a headache or feeling dizzy. The woman seems to be in distress and is crying. The scene is set in a rural area, with a dirt road and trees in the background. It appears to be a dark and cloudy day. The woman's body language suggests that she is in pain and discomfort. She is wearing a light-colored shirt and appears to be in her mid-thirties. The camera angle is focused on the woman's upper body, capturing her facial expressions and hand movements. The sound of the wind can be heard in the background, adding to the overall somber mood of the video.",0.4833,0.6161,0.5285,8.43,8.92,27.28,0.100098,13.84,True,False,0.4900000000000002,False,Good,singing,2025-06-20 01:15:27,nofilsiddiqui-2000,0.05
